,Review_Text,Rating,Review_Text_lemma,Review_Text_stem,Cleaned_Reviews,Review_Text_postag,Sentiment_Polarity,Sentiment_Category
551,"['staff', 'caring', 'attentive', 'couldnt', 'happier']",5,"['staff', 'caring', 'attentive', 'couldnt', 'happier']","['staff', 'care', 'attent', 'couldnt', 'happier']",staff caring attentive couldnt happier,"[('staff', 'NN'), ('caring', 'VBG'), ('attentive', 'JJ'), ('couldnt', 'NN'), ('happier', 'NN')]",0.4,1
552,"['staff', 'caring', 'attentive', 'couldnt', 'happier']",5,"['staff', 'caring', 'attentive', 'couldnt', 'happier']","['staff', 'care', 'attent', 'couldnt', 'happier']",staff caring attentive couldnt happier,"[('staff', 'NN'), ('caring', 'VBG'), ('attentive', 'JJ'), ('couldnt', 'NN'), ('happier', 'NN')]",0.4,1
553,"['im', 'satisfied', 'service', 'received', 'highly', 'recommended']",4,"['im', 'satisfied', 'service', 'received', 'highly', 'recommended']","['im', 'satisfi', 'servic', 'receiv', 'highli', 'recommend']",im satisfied service received highly recommended,"[('im', 'RB'), ('satisfied', 'JJ'), ('service', 'NN'), ('received', 'VBD'), ('highly', 'RB'), ('recommended', 'JJ')]",0.33,1
554,"['staff', 'caring', 'attentive', 'couldnt', 'happier']",1,"['staff', 'caring', 'attentive', 'couldnt', 'happier']","['staff', 'care', 'attent', 'couldnt', 'happier']",staff caring attentive couldnt happier,"[('staff', 'NN'), ('caring', 'VBG'), ('attentive', 'JJ'), ('couldnt', 'NN'), ('happier', 'NN')]",0.4,1
555,"['bad', 'experience', 'healthcare', 'provider', 'avoid', 'possible']",3,"['bad', 'experience', 'healthcare', 'provider', 'avoid', 'possible']","['bad', 'experi', 'healthcar', 'provid', 'avoid', 'possibl']",bad experience healthcare provider avoid possible,"[('bad', 'JJ'), ('experience', 'NN'), ('healthcare', 'NN'), ('provider', 'NN'), ('avoid', 'NN'), ('possible', 'JJ')]",-0.35,-1
556,"['staff', 'caring', 'attentive', 'couldnt', 'happier']",1,"['staff', 'caring', 'attentive', 'couldnt', 'happier']","['staff', 'care', 'attent', 'couldnt', 'happier']",staff caring attentive couldnt happier,"[('staff', 'NN'), ('caring', 'VBG'), ('attentive', 'JJ'), ('couldnt', 'NN'), ('happier', 'NN')]",0.4,1
557,"['healthcare', 'provider', 'excellent', 'great', 'experience']",4,"['healthcare', 'provider', 'excellent', 'great', 'experience']","['healthcar', 'provid', 'excel', 'great', 'experi']",healthcare provider excellent great experience,"[('healthcare', 'NN'), ('provider', 'NN'), ('excellent', 'JJ'), ('great', 'JJ'), ('experience', 'NN')]",0.9,1
558,"['review', 'available']",3,"['review', 'available']","['review', 'avail']",review available,"[('review', 'NN'), ('available', 'JJ')]",0.4,1
559,"['staff', 'caring', 'attentive', 'couldnt', 'happier']",5,"['staff', 'caring', 'attentive', 'couldnt', 'happier']","['staff', 'care', 'attent', 'couldnt', 'happier']",staff caring attentive couldnt happier,"[('staff', 'NN'), ('caring', 'VBG'), ('attentive', 'JJ'), ('couldnt', 'NN'), ('happier', 'NN')]",0.4,1
560,"['mixed', 'feelings', 'experience']",4,"['mixed', 'feeling', 'experience']","['mix', 'feel', 'experi']",mixed feeling experience,"[('mixed', 'JJ'), ('feelings', 'NNS'), ('experience', 'NN')]",0,0
561,"['experience', 'terrible', 'would', 'recommend', 'provider']",5,"['experience', 'terrible', 'would', 'recommend', 'provider']","['experi', 'terribl', 'would', 'recommend', 'provid']",experience terrible would recommend provider,"[('experience', 'NN'), ('terrible', 'NN'), ('would', 'MD'), ('recommend', 'VB'), ('provider', 'NN')]",-1,-1
562,"['im', 'satisfied', 'service', 'received', 'highly', 'recommended']",2,"['im', 'satisfied', 'service', 'received', 'highly', 'recommended']","['im', 'satisfi', 'servic', 'receiv', 'highli', 'recommend']",im satisfied service received highly recommended,"[('im', 'RB'), ('satisfied', 'JJ'), ('service', 'NN'), ('received', 'VBD'), ('highly', 'RB'), ('recommended', 'JJ')]",0.33,1
563,"['mixed', 'feelings', 'experience']",4,"['mixed', 'feeling', 'experience']","['mix', 'feel', 'experi']",mixed feeling experience,"[('mixed', 'JJ'), ('feelings', 'NNS'), ('experience', 'NN')]",0,0
564,"['average', 'experience', 'neither', 'good', 'bad']",2,"['average', 'experience', 'neither', 'good', 'bad']","['averag', 'experi', 'neither', 'good', 'bad']",average experience neither good bad,"[('average', 'JJ'), ('experience', 'NN'), ('neither', 'RB'), ('good', 'JJ'), ('bad', 'JJ')]",-0.05,-1
565,"['review', 'available']",4,"['review', 'available']","['review', 'avail']",review available,"[('review', 'NN'), ('available', 'JJ')]",0.4,1
566,"['im', 'satisfied', 'service', 'received', 'highly', 'recommended']",4,"['im', 'satisfied', 'service', 'received', 'highly', 'recommended']","['im', 'satisfi', 'servic', 'receiv', 'highli', 'recommend']",im satisfied service received highly recommended,"[('im', 'RB'), ('satisfied', 'JJ'), ('service', 'NN'), ('received', 'VBD'), ('highly', 'RB'), ('recommended', 'JJ')]",0.33,1
567,"['staff', 'caring', 'attentive', 'couldnt', 'happier']",2,"['staff', 'caring', 'attentive', 'couldnt', 'happier']","['staff', 'care', 'attent', 'couldnt', 'happier']",staff caring attentive couldnt happier,"[('staff', 'NN'), ('caring', 'VBG'), ('attentive', 'JJ'), ('couldnt', 'NN'), ('happier', 'NN')]",0.4,1
568,"['mixed', 'feelings', 'experience']",3,"['mixed', 'feeling', 'experience']","['mix', 'feel', 'experi']",mixed feeling experience,"[('mixed', 'JJ'), ('feelings', 'NNS'), ('experience', 'NN')]",0,0
569,"['staff', 'caring', 'attentive', 'couldnt', 'happier']",1,"['staff', 'caring', 'attentive', 'couldnt', 'happier']","['staff', 'care', 'attent', 'couldnt', 'happier']",staff caring attentive couldnt happier,"[('staff', 'NN'), ('caring', 'VBG'), ('attentive', 'JJ'), ('couldnt', 'NN'), ('happier', 'NN')]",0.4,1
570,"['mixed', 'feelings', 'experience']",5,"['mixed', 'feeling', 'experience']","['mix', 'feel', 'experi']",mixed feeling experience,"[('mixed', 'JJ'), ('feelings', 'NNS'), ('experience', 'NN')]",0,0
571,"['healthcare', 'provider', 'excellent', 'great', 'experience']",4,"['healthcare', 'provider', 'excellent', 'great', 'experience']","['healthcar', 'provid', 'excel', 'great', 'experi']",healthcare provider excellent great experience,"[('healthcare', 'NN'), ('provider', 'NN'), ('excellent', 'JJ'), ('great', 'JJ'), ('experience', 'NN')]",0.9,1
572,"['average', 'experience', 'neither', 'good', 'bad']",5,"['average', 'experience', 'neither', 'good', 'bad']","['averag', 'experi', 'neither', 'good', 'bad']",average experience neither good bad,"[('average', 'JJ'), ('experience', 'NN'), ('neither', 'RB'), ('good', 'JJ'), ('bad', 'JJ')]",-0.05,-1
573,"['im', 'satisfied', 'service', 'received', 'highly', 'recommended']",2,"['im', 'satisfied', 'service', 'received', 'highly', 'recommended']","['im', 'satisfi', 'servic', 'receiv', 'highli', 'recommend']",im satisfied service received highly recommended,"[('im', 'RB'), ('satisfied', 'JJ'), ('service', 'NN'), ('received', 'VBD'), ('highly', 'RB'), ('recommended', 'JJ')]",0.33,1
574,"['review', 'available']",5,"['review', 'available']","['review', 'avail']",review available,"[('review', 'NN'), ('available', 'JJ')]",0.4,1
575,"['healthcare', 'provider', 'excellent', 'great', 'experience']",2,"['healthcare', 'provider', 'excellent', 'great', 'experience']","['healthcar', 'provid', 'excel', 'great', 'experi']",healthcare provider excellent great experience,"[('healthcare', 'NN'), ('provider', 'NN'), ('excellent', 'JJ'), ('great', 'JJ'), ('experience', 'NN')]",0.9,1
576,"['im', 'satisfied', 'service', 'received', 'highly', 'recommended']",5,"['im', 'satisfied', 'service', 'received', 'highly', 'recommended']","['im', 'satisfi', 'servic', 'receiv', 'highli', 'recommend']",im satisfied service received highly recommended,"[('im', 'RB'), ('satisfied', 'JJ'), ('service', 'NN'), ('received', 'VBD'), ('highly', 'RB'), ('recommended', 'JJ')]",0.33,1
577,"['experience', 'terrible', 'would', 'recommend', 'provider']",1,"['experience', 'terrible', 'would', 'recommend', 'provider']","['experi', 'terribl', 'would', 'recommend', 'provid']",experience terrible would recommend provider,"[('experience', 'NN'), ('terrible', 'NN'), ('would', 'MD'), ('recommend', 'VB'), ('provider', 'NN')]",-1,-1
578,"['healthcare', 'provider', 'excellent', 'great', 'experience']",1,"['healthcare', 'provider', 'excellent', 'great', 'experience']","['healthcar', 'provid', 'excel', 'great', 'experi']",healthcare provider excellent great experience,"[('healthcare', 'NN'), ('provider', 'NN'), ('excellent', 'JJ'), ('great', 'JJ'), ('experience', 'NN')]",0.9,1
579,"['bad', 'experience', 'healthcare', 'provider', 'avoid', 'possible']",1,"['bad', 'experience', 'healthcare', 'provider', 'avoid', 'possible']","['bad', 'experi', 'healthcar', 'provid', 'avoid', 'possibl']",bad experience healthcare provider avoid possible,"[('bad', 'JJ'), ('experience', 'NN'), ('healthcare', 'NN'), ('provider', 'NN'), ('avoid', 'NN'), ('possible', 'JJ')]",-0.35,-1
580,"['im', 'satisfied', 'service', 'received', 'highly', 'recommended']",1,"['im', 'satisfied', 'service', 'received', 'highly', 'recommended']","['im', 'satisfi', 'servic', 'receiv', 'highli', 'recommend']",im satisfied service received highly recommended,"[('im', 'RB'), ('satisfied', 'JJ'), ('service', 'NN'), ('received', 'VBD'), ('highly', 'RB'), ('recommended', 'JJ')]",0.33,1
581,"['service', 'okay', 'nothing', 'exceptional']",1,"['service', 'okay', 'nothing', 'exceptional']","['servic', 'okay', 'noth', 'except']",service okay nothing exceptional,"[('service', 'NN'), ('okay', 'MD'), ('nothing', 'NN'), ('exceptional', 'JJ')]",0.583333333,1
582,"['mixed', 'feelings', 'experience']",1,"['mixed', 'feeling', 'experience']","['mix', 'feel', 'experi']",mixed feeling experience,"[('mixed', 'JJ'), ('feelings', 'NNS'), ('experience', 'NN')]",0,0
583,"['staff', 'caring', 'attentive', 'couldnt', 'happier']",2,"['staff', 'caring', 'attentive', 'couldnt', 'happier']","['staff', 'care', 'attent', 'couldnt', 'happier']",staff caring attentive couldnt happier,"[('staff', 'NN'), ('caring', 'VBG'), ('attentive', 'JJ'), ('couldnt', 'NN'), ('happier', 'NN')]",0.4,1
584,"['im', 'satisfied', 'service', 'received', 'highly', 'recommended']",4,"['im', 'satisfied', 'service', 'received', 'highly', 'recommended']","['im', 'satisfi', 'servic', 'receiv', 'highli', 'recommend']",im satisfied service received highly recommended,"[('im', 'RB'), ('satisfied', 'JJ'), ('service', 'NN'), ('received', 'VBD'), ('highly', 'RB'), ('recommended', 'JJ')]",0.33,1
585,"['im', 'satisfied', 'service', 'received', 'highly', 'recommended']",5,"['im', 'satisfied', 'service', 'received', 'highly', 'recommended']","['im', 'satisfi', 'servic', 'receiv', 'highli', 'recommend']",im satisfied service received highly recommended,"[('im', 'RB'), ('satisfied', 'JJ'), ('service', 'NN'), ('received', 'VBD'), ('highly', 'RB'), ('recommended', 'JJ')]",0.33,1
586,"['service', 'okay', 'nothing', 'exceptional']",1,"['service', 'okay', 'nothing', 'exceptional']","['servic', 'okay', 'noth', 'except']",service okay nothing exceptional,"[('service', 'NN'), ('okay', 'MD'), ('nothing', 'NN'), ('exceptional', 'JJ')]",0.583333333,1
587,"['staff', 'caring', 'attentive', 'couldnt', 'happier']",2,"['staff', 'caring', 'attentive', 'couldnt', 'happier']","['staff', 'care', 'attent', 'couldnt', 'happier']",staff caring attentive couldnt happier,"[('staff', 'NN'), ('caring', 'VBG'), ('attentive', 'JJ'), ('couldnt', 'NN'), ('happier', 'NN')]",0.4,1
588,"['mixed', 'feelings', 'experience']",2,"['mixed', 'feeling', 'experience']","['mix', 'feel', 'experi']",mixed feeling experience,"[('mixed', 'JJ'), ('feelings', 'NNS'), ('experience', 'NN')]",0,0
589,"['experience', 'terrible', 'would', 'recommend', 'provider']",2,"['experience', 'terrible', 'would', 'recommend', 'provider']","['experi', 'terribl', 'would', 'recommend', 'provid']",experience terrible would recommend provider,"[('experience', 'NN'), ('terrible', 'NN'), ('would', 'MD'), ('recommend', 'VB'), ('provider', 'NN')]",-1,-1
590,"['average', 'experience', 'neither', 'good', 'bad']",4,"['average', 'experience', 'neither', 'good', 'bad']","['averag', 'experi', 'neither', 'good', 'bad']",average experience neither good bad,"[('average', 'JJ'), ('experience', 'NN'), ('neither', 'RB'), ('good', 'JJ'), ('bad', 'JJ')]",-0.05,-1
591,"['review', 'available']",5,"['review', 'available']","['review', 'avail']",review available,"[('review', 'NN'), ('available', 'JJ')]",0.4,1
592,"['service', 'disappointing', 'wont', 'coming', 'back']",4,"['service', 'disappointing', 'wont', 'coming', 'back']","['servic', 'disappoint', 'wont', 'come', 'back']",service disappointing wont coming back,"[('service', 'NN'), ('disappointing', 'VBG'), ('wont', 'NN'), ('coming', 'VBG'), ('back', 'RB')]",-0.3,-1
593,"['mixed', 'feelings', 'experience']",3,"['mixed', 'feeling', 'experience']","['mix', 'feel', 'experi']",mixed feeling experience,"[('mixed', 'JJ'), ('feelings', 'NNS'), ('experience', 'NN')]",0,0
594,"['staff', 'caring', 'attentive', 'couldnt', 'happier']",2,"['staff', 'caring', 'attentive', 'couldnt', 'happier']","['staff', 'care', 'attent', 'couldnt', 'happier']",staff caring attentive couldnt happier,"[('staff', 'NN'), ('caring', 'VBG'), ('attentive', 'JJ'), ('couldnt', 'NN'), ('happier', 'NN')]",0.4,1
595,"['im', 'satisfied', 'service', 'received', 'highly', 'recommended']",3,"['im', 'satisfied', 'service', 'received', 'highly', 'recommended']","['im', 'satisfi', 'servic', 'receiv', 'highli', 'recommend']",im satisfied service received highly recommended,"[('im', 'RB'), ('satisfied', 'JJ'), ('service', 'NN'), ('received', 'VBD'), ('highly', 'RB'), ('recommended', 'JJ')]",0.33,1
596,"['average', 'experience', 'neither', 'good', 'bad']",1,"['average', 'experience', 'neither', 'good', 'bad']","['averag', 'experi', 'neither', 'good', 'bad']",average experience neither good bad,"[('average', 'JJ'), ('experience', 'NN'), ('neither', 'RB'), ('good', 'JJ'), ('bad', 'JJ')]",-0.05,-1
597,"['im', 'satisfied', 'service', 'received', 'highly', 'recommended']",1,"['im', 'satisfied', 'service', 'received', 'highly', 'recommended']","['im', 'satisfi', 'servic', 'receiv', 'highli', 'recommend']",im satisfied service received highly recommended,"[('im', 'RB'), ('satisfied', 'JJ'), ('service', 'NN'), ('received', 'VBD'), ('highly', 'RB'), ('recommended', 'JJ')]",0.33,1
598,"['average', 'experience', 'neither', 'good', 'bad']",4,"['average', 'experience', 'neither', 'good', 'bad']","['averag', 'experi', 'neither', 'good', 'bad']",average experience neither good bad,"[('average', 'JJ'), ('experience', 'NN'), ('neither', 'RB'), ('good', 'JJ'), ('bad', 'JJ')]",-0.05,-1
599,"['healthcare', 'provider', 'excellent', 'great', 'experience']",5,"['healthcare', 'provider', 'excellent', 'great', 'experience']","['healthcar', 'provid', 'excel', 'great', 'experi']",healthcare provider excellent great experience,"[('healthcare', 'NN'), ('provider', 'NN'), ('excellent', 'JJ'), ('great', 'JJ'), ('experience', 'NN')]",0.9,1
600,"['im', 'satisfied', 'service', 'received', 'highly', 'recommended']",3,"['im', 'satisfied', 'service', 'received', 'highly', 'recommended']","['im', 'satisfi', 'servic', 'receiv', 'highli', 'recommend']",im satisfied service received highly recommended,"[('im', 'RB'), ('satisfied', 'JJ'), ('service', 'NN'), ('received', 'VBD'), ('highly', 'RB'), ('recommended', 'JJ')]",0.33,1
601,"['average', 'experience', 'neither', 'good', 'bad']",5,"['average', 'experience', 'neither', 'good', 'bad']","['averag', 'experi', 'neither', 'good', 'bad']",average experience neither good bad,"[('average', 'JJ'), ('experience', 'NN'), ('neither', 'RB'), ('good', 'JJ'), ('bad', 'JJ')]",-0.05,-1
602,"['healthcare', 'provider', 'excellent', 'great', 'experience']",4,"['healthcare', 'provider', 'excellent', 'great', 'experience']","['healthcar', 'provid', 'excel', 'great', 'experi']",healthcare provider excellent great experience,"[('healthcare', 'NN'), ('provider', 'NN'), ('excellent', 'JJ'), ('great', 'JJ'), ('experience', 'NN')]",0.9,1
603,"['review', 'available']",1,"['review', 'available']","['review', 'avail']",review available,"[('review', 'NN'), ('available', 'JJ')]",0.4,1
604,"['review', 'available']",5,"['review', 'available']","['review', 'avail']",review available,"[('review', 'NN'), ('available', 'JJ')]",0.4,1
605,"['im', 'satisfied', 'service', 'received', 'highly', 'recommended']",5,"['im', 'satisfied', 'service', 'received', 'highly', 'recommended']","['im', 'satisfi', 'servic', 'receiv', 'highli', 'recommend']",im satisfied service received highly recommended,"[('im', 'RB'), ('satisfied', 'JJ'), ('service', 'NN'), ('received', 'VBD'), ('highly', 'RB'), ('recommended', 'JJ')]",0.33,1
606,"['bad', 'experience', 'healthcare', 'provider', 'avoid', 'possible']",1,"['bad', 'experience', 'healthcare', 'provider', 'avoid', 'possible']","['bad', 'experi', 'healthcar', 'provid', 'avoid', 'possibl']",bad experience healthcare provider avoid possible,"[('bad', 'JJ'), ('experience', 'NN'), ('healthcare', 'NN'), ('provider', 'NN'), ('avoid', 'NN'), ('possible', 'JJ')]",-0.35,-1
607,"['experience', 'terrible', 'would', 'recommend', 'provider']",3,"['experience', 'terrible', 'would', 'recommend', 'provider']","['experi', 'terribl', 'would', 'recommend', 'provid']",experience terrible would recommend provider,"[('experience', 'NN'), ('terrible', 'NN'), ('would', 'MD'), ('recommend', 'VB'), ('provider', 'NN')]",-1,-1
608,"['mixed', 'feelings', 'experience']",1,"['mixed', 'feeling', 'experience']","['mix', 'feel', 'experi']",mixed feeling experience,"[('mixed', 'JJ'), ('feelings', 'NNS'), ('experience', 'NN')]",0,0
609,"['service', 'disappointing', 'wont', 'coming', 'back']",5,"['service', 'disappointing', 'wont', 'coming', 'back']","['servic', 'disappoint', 'wont', 'come', 'back']",service disappointing wont coming back,"[('service', 'NN'), ('disappointing', 'VBG'), ('wont', 'NN'), ('coming', 'VBG'), ('back', 'RB')]",-0.3,-1
610,"['average', 'experience', 'neither', 'good', 'bad']",3,"['average', 'experience', 'neither', 'good', 'bad']","['averag', 'experi', 'neither', 'good', 'bad']",average experience neither good bad,"[('average', 'JJ'), ('experience', 'NN'), ('neither', 'RB'), ('good', 'JJ'), ('bad', 'JJ')]",-0.05,-1
611,"['experience', 'terrible', 'would', 'recommend', 'provider']",3,"['experience', 'terrible', 'would', 'recommend', 'provider']","['experi', 'terribl', 'would', 'recommend', 'provid']",experience terrible would recommend provider,"[('experience', 'NN'), ('terrible', 'NN'), ('would', 'MD'), ('recommend', 'VB'), ('provider', 'NN')]",-1,-1
612,"['im', 'satisfied', 'service', 'received', 'highly', 'recommended']",1,"['im', 'satisfied', 'service', 'received', 'highly', 'recommended']","['im', 'satisfi', 'servic', 'receiv', 'highli', 'recommend']",im satisfied service received highly recommended,"[('im', 'RB'), ('satisfied', 'JJ'), ('service', 'NN'), ('received', 'VBD'), ('highly', 'RB'), ('recommended', 'JJ')]",0.33,1
613,"['average', 'experience', 'neither', 'good', 'bad']",5,"['average', 'experience', 'neither', 'good', 'bad']","['averag', 'experi', 'neither', 'good', 'bad']",average experience neither good bad,"[('average', 'JJ'), ('experience', 'NN'), ('neither', 'RB'), ('good', 'JJ'), ('bad', 'JJ')]",-0.05,-1
614,"['mixed', 'feelings', 'experience']",4,"['mixed', 'feeling', 'experience']","['mix', 'feel', 'experi']",mixed feeling experience,"[('mixed', 'JJ'), ('feelings', 'NNS'), ('experience', 'NN')]",0,0
615,"['healthcare', 'provider', 'excellent', 'great', 'experience']",5,"['healthcare', 'provider', 'excellent', 'great', 'experience']","['healthcar', 'provid', 'excel', 'great', 'experi']",healthcare provider excellent great experience,"[('healthcare', 'NN'), ('provider', 'NN'), ('excellent', 'JJ'), ('great', 'JJ'), ('experience', 'NN')]",0.9,1
616,"['review', 'available']",2,"['review', 'available']","['review', 'avail']",review available,"[('review', 'NN'), ('available', 'JJ')]",0.4,1
617,"['service', 'okay', 'nothing', 'exceptional']",4,"['service', 'okay', 'nothing', 'exceptional']","['servic', 'okay', 'noth', 'except']",service okay nothing exceptional,"[('service', 'NN'), ('okay', 'MD'), ('nothing', 'NN'), ('exceptional', 'JJ')]",0.583333333,1
618,"['review', 'available']",3,"['review', 'available']","['review', 'avail']",review available,"[('review', 'NN'), ('available', 'JJ')]",0.4,1
619,"['service', 'okay', 'nothing', 'exceptional']",4,"['service', 'okay', 'nothing', 'exceptional']","['servic', 'okay', 'noth', 'except']",service okay nothing exceptional,"[('service', 'NN'), ('okay', 'MD'), ('nothing', 'NN'), ('exceptional', 'JJ')]",0.583333333,1
620,"['im', 'satisfied', 'service', 'received', 'highly', 'recommended']",3,"['im', 'satisfied', 'service', 'received', 'highly', 'recommended']","['im', 'satisfi', 'servic', 'receiv', 'highli', 'recommend']",im satisfied service received highly recommended,"[('im', 'RB'), ('satisfied', 'JJ'), ('service', 'NN'), ('received', 'VBD'), ('highly', 'RB'), ('recommended', 'JJ')]",0.33,1
621,"['experience', 'terrible', 'would', 'recommend', 'provider']",3,"['experience', 'terrible', 'would', 'recommend', 'provider']","['experi', 'terribl', 'would', 'recommend', 'provid']",experience terrible would recommend provider,"[('experience', 'NN'), ('terrible', 'NN'), ('would', 'MD'), ('recommend', 'VB'), ('provider', 'NN')]",-1,-1
622,"['experience', 'terrible', 'would', 'recommend', 'provider']",4,"['experience', 'terrible', 'would', 'recommend', 'provider']","['experi', 'terribl', 'would', 'recommend', 'provid']",experience terrible would recommend provider,"[('experience', 'NN'), ('terrible', 'NN'), ('would', 'MD'), ('recommend', 'VB'), ('provider', 'NN')]",-1,-1
623,"['healthcare', 'provider', 'excellent', 'great', 'experience']",3,"['healthcare', 'provider', 'excellent', 'great', 'experience']","['healthcar', 'provid', 'excel', 'great', 'experi']",healthcare provider excellent great experience,"[('healthcare', 'NN'), ('provider', 'NN'), ('excellent', 'JJ'), ('great', 'JJ'), ('experience', 'NN')]",0.9,1
624,"['healthcare', 'provider', 'excellent', 'great', 'experience']",3,"['healthcare', 'provider', 'excellent', 'great', 'experience']","['healthcar', 'provid', 'excel', 'great', 'experi']",healthcare provider excellent great experience,"[('healthcare', 'NN'), ('provider', 'NN'), ('excellent', 'JJ'), ('great', 'JJ'), ('experience', 'NN')]",0.9,1
625,"['bad', 'experience', 'healthcare', 'provider', 'avoid', 'possible']",2,"['bad', 'experience', 'healthcare', 'provider', 'avoid', 'possible']","['bad', 'experi', 'healthcar', 'provid', 'avoid', 'possibl']",bad experience healthcare provider avoid possible,"[('bad', 'JJ'), ('experience', 'NN'), ('healthcare', 'NN'), ('provider', 'NN'), ('avoid', 'NN'), ('possible', 'JJ')]",-0.35,-1
626,"['mixed', 'feelings', 'experience']",5,"['mixed', 'feeling', 'experience']","['mix', 'feel', 'experi']",mixed feeling experience,"[('mixed', 'JJ'), ('feelings', 'NNS'), ('experience', 'NN')]",0,0
627,"['experience', 'terrible', 'would', 'recommend', 'provider']",5,"['experience', 'terrible', 'would', 'recommend', 'provider']","['experi', 'terribl', 'would', 'recommend', 'provid']",experience terrible would recommend provider,"[('experience', 'NN'), ('terrible', 'NN'), ('would', 'MD'), ('recommend', 'VB'), ('provider', 'NN')]",-1,-1
628,"['staff', 'caring', 'attentive', 'couldnt', 'happier']",2,"['staff', 'caring', 'attentive', 'couldnt', 'happier']","['staff', 'care', 'attent', 'couldnt', 'happier']",staff caring attentive couldnt happier,"[('staff', 'NN'), ('caring', 'VBG'), ('attentive', 'JJ'), ('couldnt', 'NN'), ('happier', 'NN')]",0.4,1
629,"['experience', 'terrible', 'would', 'recommend', 'provider']",4,"['experience', 'terrible', 'would', 'recommend', 'provider']","['experi', 'terribl', 'would', 'recommend', 'provid']",experience terrible would recommend provider,"[('experience', 'NN'), ('terrible', 'NN'), ('would', 'MD'), ('recommend', 'VB'), ('provider', 'NN')]",-1,-1
630,"['healthcare', 'provider', 'excellent', 'great', 'experience']",1,"['healthcare', 'provider', 'excellent', 'great', 'experience']","['healthcar', 'provid', 'excel', 'great', 'experi']",healthcare provider excellent great experience,"[('healthcare', 'NN'), ('provider', 'NN'), ('excellent', 'JJ'), ('great', 'JJ'), ('experience', 'NN')]",0.9,1
631,"['service', 'disappointing', 'wont', 'coming', 'back']",1,"['service', 'disappointing', 'wont', 'coming', 'back']","['servic', 'disappoint', 'wont', 'come', 'back']",service disappointing wont coming back,"[('service', 'NN'), ('disappointing', 'VBG'), ('wont', 'NN'), ('coming', 'VBG'), ('back', 'RB')]",-0.3,-1
632,"['service', 'okay', 'nothing', 'exceptional']",1,"['service', 'okay', 'nothing', 'exceptional']","['servic', 'okay', 'noth', 'except']",service okay nothing exceptional,"[('service', 'NN'), ('okay', 'MD'), ('nothing', 'NN'), ('exceptional', 'JJ')]",0.583333333,1
633,"['review', 'available']",2,"['review', 'available']","['review', 'avail']",review available,"[('review', 'NN'), ('available', 'JJ')]",0.4,1
634,"['experience', 'terrible', 'would', 'recommend', 'provider']",2,"['experience', 'terrible', 'would', 'recommend', 'provider']","['experi', 'terribl', 'would', 'recommend', 'provid']",experience terrible would recommend provider,"[('experience', 'NN'), ('terrible', 'NN'), ('would', 'MD'), ('recommend', 'VB'), ('provider', 'NN')]",-1,-1
635,"['healthcare', 'provider', 'excellent', 'great', 'experience']",3,"['healthcare', 'provider', 'excellent', 'great', 'experience']","['healthcar', 'provid', 'excel', 'great', 'experi']",healthcare provider excellent great experience,"[('healthcare', 'NN'), ('provider', 'NN'), ('excellent', 'JJ'), ('great', 'JJ'), ('experience', 'NN')]",0.9,1
636,"['staff', 'caring', 'attentive', 'couldnt', 'happier']",1,"['staff', 'caring', 'attentive', 'couldnt', 'happier']","['staff', 'care', 'attent', 'couldnt', 'happier']",staff caring attentive couldnt happier,"[('staff', 'NN'), ('caring', 'VBG'), ('attentive', 'JJ'), ('couldnt', 'NN'), ('happier', 'NN')]",0.4,1
637,"['im', 'satisfied', 'service', 'received', 'highly', 'recommended']",4,"['im', 'satisfied', 'service', 'received', 'highly', 'recommended']","['im', 'satisfi', 'servic', 'receiv', 'highli', 'recommend']",im satisfied service received highly recommended,"[('im', 'RB'), ('satisfied', 'JJ'), ('service', 'NN'), ('received', 'VBD'), ('highly', 'RB'), ('recommended', 'JJ')]",0.33,1
638,"['service', 'disappointing', 'wont', 'coming', 'back']",4,"['service', 'disappointing', 'wont', 'coming', 'back']","['servic', 'disappoint', 'wont', 'come', 'back']",service disappointing wont coming back,"[('service', 'NN'), ('disappointing', 'VBG'), ('wont', 'NN'), ('coming', 'VBG'), ('back', 'RB')]",-0.3,-1
639,"['mixed', 'feelings', 'experience']",1,"['mixed', 'feeling', 'experience']","['mix', 'feel', 'experi']",mixed feeling experience,"[('mixed', 'JJ'), ('feelings', 'NNS'), ('experience', 'NN')]",0,0
640,"['im', 'satisfied', 'service', 'received', 'highly', 'recommended']",1,"['im', 'satisfied', 'service', 'received', 'highly', 'recommended']","['im', 'satisfi', 'servic', 'receiv', 'highli', 'recommend']",im satisfied service received highly recommended,"[('im', 'RB'), ('satisfied', 'JJ'), ('service', 'NN'), ('received', 'VBD'), ('highly', 'RB'), ('recommended', 'JJ')]",0.33,1
641,"['staff', 'caring', 'attentive', 'couldnt', 'happier']",1,"['staff', 'caring', 'attentive', 'couldnt', 'happier']","['staff', 'care', 'attent', 'couldnt', 'happier']",staff caring attentive couldnt happier,"[('staff', 'NN'), ('caring', 'VBG'), ('attentive', 'JJ'), ('couldnt', 'NN'), ('happier', 'NN')]",0.4,1
